이름,레벨,푼 문제 번호,푼 문제의 레벨,unrated,bronze,silver,gold,platinum,diamond,ruby
김예지,2,"[21762, 23348, 4083, 27937, 14583, 2595, 16900, 15908, 2824, 2086, 10992, 22959, 2918, 17275, 27284, 20009, 27732, 12882, 11570, 11388, 14847, 3100, 19853, 11749, 27649, 14232, 1784, 4013, 9063, 14935, 3747, 14440, 23036, 12016, 14890, 25441, 10014, 22957, 9358, 27306, 27886, 11654, 13903, 22956, 24552, 28139, 27306, 28083, 4817, 13716]","[16, 3, 16, 23, 12, 20, 16, 19, 10, 15, 3, 17, 0, 17, 21, 20, 17, 0, 16, 19, 17, 7, 22, 18, 8, 10, 14, 19, 3, 2, 17, 14, 17, 18, 13, 22, 24, 16, 6, 20, 18, 1, 10, 15, 12, 12, 20, 16, 15, 21]",2.0,5.0,6.0,9.0,22.0,6.0,0.0
허건우,5,"[28463, 16283, 17220, 20941, 20933, 3063, 8875, 28137, 25394, 2016, 26156, 17228, 1985, 27935, 21966, 28439, 2078, 25487, 10157, 28298, 5570, 27895, 27378, 10074, 8926, 25318, 15941, 7881, 1868, 14677, 6581, 16969, 2937, 27452, 24680, 1719, 3067, 27298, 20547, 24457, 5389, 24270, 20544, 25922, 14003, 1522, 12912, 14609, 27520, 5014]","[6, 4, 12, 16, 17, 8, 20, 13, 19, 11, 12, 19, 7, 17, 6, 16, 9, 8, 7, 8, 19, 14, 17, 18, 0, 10, 25, 13, 26, 11, 11, 6, 12, 16, 22, 13, 11, 16, 17, 18, 10, 12, 12, 14, 16, 10, 15, 11, 23, 10]",1.0,1.0,13.0,16.0,15.0,3.0,1.0
지정숙,5,"[27606, 9358, 25347, 17117, 17092, 20121, 10816, 2711, 2846, 1027, 1891, 20010, 2027, 24481, 21727, 14729, 25497, 10473, 25196, 21919, 17105, 9658, 18380, 28142, 4933, 23634, 10250, 4900, 12021, 19575, 15957, 2499, 14393, 11930, 7904, 11585, 27434, 14551, 11408, 16436, 16492, 7511, 2874, 1372, 20535, 11048, 14253, 17205, 12899, 24436]","[24, 6, 15, 0, 12, 17, 7, 4, 5, 12, 12, 14, 18, 9, 27, 6, 6, 14, 16, 8, 22, 9, 19, 13, 14, 16, 3, 8, 9, 5, 22, 15, 20, 21, 0, 16, 1, 4, 18, 18, 12, 11, 17, 19, 21, 9, 0, 11, 17, 15]",3.0,6.0,10.0,13.0,12.0,5.0,1.0
안현주,8,"[21923, 13548, 1017, 2294, 6322, 1011, 4179, 15814, 16502, 1822, 17431, 13032, 2299, 12879, 3169, 27498, 10166, 4243, 17392, 27472, 1626, 22942, 2280, 14852, 15655, 2262, 3657, 11386, 10427, 13759, 17277, 2792, 6064, 27731, 14610, 12857, 26603, 24522, 23044, 2652, 10098, 1709, 24501, 1309, 4379, 21738, 2037, 10838, 27376, 13028]","[12, 20, 18, 11, 3, 11, 12, 4, 8, 7, 17, 11, 0, 0, 22, 13, 10, 18, 10, 21, 22, 12, 0, 12, 8, 12, 14, 26, 11, 0, 17, 10, 10, 17, 13, 19, 13, 19, 16, 15, 26, 9, 12, 10, 12, 11, 5, 16, 8, 19]",4.0,3.0,10.0,17.0,11.0,3.0,2.0
김준서,6,"[1956, 4215, 10419, 8112, 13398, 11440, 3655, 18129, 8972, 2179, 2418, 5814, 24955, 17428, 11905, 17249, 1535, 13210, 21867, 17248, 2693, 14398, 24524, 15639, 27869, 25567, 17288, 1780, 1940, 18245, 9247, 2812, 16004, 9021, 15776, 18803, 13390, 25978, 23240, 29202, 22995, 7726, 9080, 14853, 10773, 10916, 15987, 28299, 6116, 15814]","[12, 21, 3, 17, 11, 16, 11, 5, 13, 12, 11, 22, 12, 16, 22, 4, 9, 23, 4, 4, 5, 18, 11, 0, 13, 18, 5, 9, 7, 4, 16, 13, 0, 24, 20, 26, 0, 12, 19, 21, 15, 22, 11, 24, 7, 22, 19, 22, 20, 4]",3.0,9.0,4.0,13.0,10.0,10.0,1.0
신은지,4,"[20532, 14207, 1285, 2135, 2142, 2664, 27514, 17352, 13144, 2644, 2618, 17435, 2577, 10464, 13168, 22942, 12895, 1263, 2299, 17212, 9283, 20314, 19620, 17453, 20930, 10927, 10211, 9368, 5685, 17083, 14179, 1165, 9478, 7613, 12843, 20160, 16485, 20309, 20122, 28398, 11046, 10513, 17119, 25575, 1846, 13553, 2373, 2869, 3880, 27728]","[17, 19, 15, 16, 15, 21, 8, 11, 12, 9, 17, 15, 4, 12, 13, 12, 18, 11, 0, 8, 0, 18, 24, 12, 16, 0, 7, 16, 0, 20, 21, 23, 0, 23, 18, 13, 4, 8, 17, 20, 16, 22, 0, 16, 12, 20, 20, 5, 0, 15]",7.0,3.0,5.0,13.0,16.0,6.0,0.0
김현정,7,"[15644, 10944, 25017, 27951, 12919, 23886, 20306, 22941, 18130, 16003, 16140, 27969, 25369, 17134, 7346, 2747, 4563, 1469, 2143, 17275, 10869, 12915, 27889, 17831, 2769, 13034, 10799, 25419, 1842, 20952, 2352, 10911, 20550, 28061, 27870, 20531, 27906, 10605, 17676, 4964, 17209, 27605, 13278, 16164, 11111, 23320, 20296, 25167, 20006, 14553]","[15, 0, 23, 5, 11, 5, 21, 9, 5, 25, 19, 8, 10, 20, 14, 4, 11, 11, 13, 17, 1, 10, 1, 16, 20, 18, 9, 11, 25, 12, 14, 22, 18, 3, 21, 16, 23, 17, 24, 11, 14, 21, 22, 24, 19, 4, 17, 8, 9, 16]",1.0,8.0,7.0,11.0,12.0,11.0,0.0
김은경,3,"[2345, 2960, 4030, 13274, 24889, 5874, 1261, 4237, 2848, 2552, 24043, 11866, 1555, 16135, 4531, 15487, 13416, 27441, 25823, 15828, 17779, 11101, 2439, 10076, 11896, 3055, 1239, 10776, 2531, 25756, 18196, 2315, 28684, 16884, 24520, 18765, 24043, 20557, 21563, 2199, 14932, 2010, 11798, 1490, 17429, 27866, 1888, 2376, 18439, 4399]","[0, 7, 9, 10, 19, 8, 12, 12, 17, 19, 18, 6, 16, 14, 10, 13, 3, 16, 14, 7, 13, 8, 2, 23, 5, 12, 11, 15, 10, 3, 21, 18, 19, 13, 18, 19, 18, 22, 15, 0, 17, 3, 21, 11, 22, 1, 13, 16, 26, 15]",2.0,6.0,9.0,14.0,13.0,5.0,1.0
박민서,10,"[22947, 4358, 1508, 13571, 12346, 1186, 25797, 1220, 22984, 25308, 19292, 26078, 2457, 10161, 18942, 1766, 25305, 4800, 27517, 23048, 14417, 20923, 14941, 19243, 1076, 12984, 19998, 24230, 15736, 1079, 17406, 9359, 5568, 5337, 17361, 2646, 1121, 1588, 1599, 16485, 4341, 20183, 21756, 19617, 1697, 1250, 17293, 18224, 16856, 17481]","[14, 9, 14, 22, 0, 12, 17, 19, 11, 12, 25, 16, 13, 0, 23, 14, 4, 17, 14, 11, 20, 10, 14, 20, 4, 0, 24, 11, 7, 14, 12, 15, 7, 1, 18, 20, 18, 15, 11, 4, 18, 14, 4, 0, 10, 25, 4, 15, 22, 17]",4.0,6.0,5.0,18.0,11.0,6.0,0.0
오지후,10,"[16686, 2534, 11747, 24515, 3833, 24437, 1065, 2204, 2174, 27923, 1416, 20494, 16640, 27496, 2707, 5566, 25216, 9742, 17480, 25177, 14680, 27983, 28357, 15783, 12862, 18829, 13014, 27957, 3894, 20209, 1889, 24397, 7561, 4181, 25711, 18191, 24516, 17499, 25977, 9248, 27458, 19530, 1458, 18405, 12870, 22880, 22945, 1584, 12908, 17623]","[23, 21, 8, 18, 0, 17, 7, 5, 11, 12, 17, 4, 21, 8, 0, 4, 15, 8, 13, 4, 7, 3, 9, 17, 19, 0, 0, 28, 0, 13, 12, 18, 12, 16, 11, 18, 8, 8, 11, 18, 15, 22, 0, 11, 21, 13, 12, 11, 11, 14]",6.0,5.0,8.0,16.0,9.0,5.0,1.0
김유진,9,"[2131, 3129, 12099, 9525, 17073, 18805, 14505, 5012, 28068, 15319, 17228, 28445, 5015, 22859, 1193, 17470, 24501, 1607, 22983, 22874, 17201, 14264, 4083, 23810, 1792, 12919, 27935, 8892, 11558, 16467, 26159, 1133, 26656, 9293, 25958, 29199, 1314, 12798, 13306, 1137, 14229, 12021, 9742, 17447, 7469, 15817, 23827, 24271, 10468, 15731]","[14, 8, 12, 18, 11, 25, 13, 17, 17, 12, 19, 6, 13, 13, 6, 16, 12, 14, 14, 25, 4, 3, 16, 3, 21, 11, 17, 6, 7, 15, 14, 16, 15, 0, 12, 14, 18, 20, 17, 17, 0, 9, 8, 16, 19, 11, 7, 18, 17, 17]",2.0,3.0,8.0,17.0,17.0,3.0,0.0
황보람,8,"[24263, 15778, 2367, 26163, 1121, 1452, 21395, 5404, 16856, 14625, 17280, 13560, 22032, 25367, 26264, 7620, 13210, 1010, 14427, 2087, 8982, 16209, 20030, 21605, 1882, 2248, 6064, 13545, 17417, 2619, 3501, 22873, 3100, 3154, 24508, 10538, 2473, 13317, 24051, 18170, 28257, 2043, 4044, 14283, 27905, 24524, 1622, 25686, 14594, 18346]","[2, 17, 17, 8, 18, 0, 9, 0, 22, 4, 15, 16, 16, 14, 3, 16, 23, 6, 13, 15, 13, 13, 24, 10, 16, 13, 10, 22, 18, 16, 19, 19, 7, 5, 11, 20, 13, 13, 5, 13, 13, 19, 14, 20, 0, 11, 7, 14, 7, 25]",3.0,5.0,8.0,15.0,14.0,5.0,0.0
김서윤,6,"[26076, 15570, 1242, 14734, 21944, 2098, 23760, 27946, 4320, 27951, 25389, 16472, 1092, 23021, 22936, 22907, 12739, 25394, 7784, 16563, 4948, 12760, 2785, 9527, 9478, 11404, 1609, 16932, 11908, 26460, 28113, 14429, 27920, 11916, 26615, 2691, 1379, 3910, 7785, 22232, 23292, 9024, 21944, 18230, 14916, 17096, 17836, 20918, 2328, 1978]","[16, 15, 15, 20, 14, 15, 16, 19, 9, 5, 20, 12, 11, 17, 12, 20, 8, 19, 20, 12, 9, 6, 9, 14, 0, 12, 17, 13, 3, 28, 1, 5, 8, 7, 17, 13, 13, 13, 6, 8, 4, 11, 14, 10, 6, 19, 11, 16, 16, 4]",1.0,6.0,11.0,17.0,14.0,0.0,1.0
심영철,9,"[15963, 16434, 19848, 2424, 17940, 22854, 11910, 1790, 4224, 7481, 2139, 3596, 1085, 18429, 16002, 11051, 10098, 27943, 13330, 15485, 2261, 2698, 1734, 9617, 12435, 14735, 1423, 10169, 27383, 10937, 16640, 16151, 1897, 9549, 2951, 12740, 15812, 24541, 2437, 1631, 28450, 3747, 9078, 20939, 10275, 1651, 28039, 18861, 13909, 24522]","[2, 12, 19, 17, 14, 25, 21, 11, 18, 9, 4, 19, 3, 8, 26, 9, 26, 11, 17, 14, 19, 12, 20, 0, 9, 22, 13, 22, 22, 18, 21, 19, 11, 10, 22, 20, 9, 18, 14, 12, 9, 17, 14, 21, 5, 0, 19, 26, 6, 19]",2.0,4.0,8.0,11.0,14.0,8.0,3.0
고민준,7,"[13275, 13024, 17617, 16954, 25943, 2914, 5250, 17251, 15976, 9202, 2434, 1615, 21918, 4179, 16642, 12008, 4148, 20327, 26610, 11689, 17823, 13122, 1678, 27743, 9066, 10790, 2239, 15569, 24484, 11402, 19853, 28124, 6300, 11693, 8984, 10938, 1193, 4600, 2979, 10213, 26415, 19594, 18406, 11580, 28357, 20114, 16974, 14492, 13262, 17089]","[16, 17, 23, 13, 7, 3, 23, 11, 13, 16, 19, 15, 4, 12, 19, 19, 13, 13, 21, 15, 28, 25, 0, 18, 16, 26, 12, 13, 9, 16, 22, 21, 21, 15, 16, 0, 6, 10, 4, 20, 22, 16, 4, 5, 9, 6, 10, 6, 20, 11]",2.0,5.0,8.0,12.0,13.0,8.0,2.0
최유진,3,"[24918, 28245, 13702, 14220, 12898, 2084, 2287, 9326, 16971, 1214, 26598, 18187, 2314, 24458, 16987, 25031, 25352, 17101, 18226, 27657, 9327, 1300, 28417, 2107, 28335, 15671, 24538, 13181, 1343, 4752, 5700, 1292, 20914, 15663, 25165, 11688, 13013, 16643, 11695, 27093, 2272, 9367, 20046, 26265, 28260, 25574, 24546, 26091, 2179, 10938]","[26, 8, 8, 13, 23, 14, 14, 13, 13, 16, 11, 9, 12, 18, 11, 16, 19, 21, 18, 23, 15, 15, 3, 12, 20, 10, 13, 23, 6, 16, 0, 5, 8, 9, 4, 11, 16, 19, 17, 24, 20, 9, 12, 6, 19, 15, 22, 10, 12, 0]",2.0,3.0,10.0,16.0,12.0,6.0,1.0
박숙자,2,"[9320, 9763, 14226, 11001, 4507, 28696, 25632, 25214, 15642, 3093, 9071, 27501, 15483, 12915, 2654, 17137, 3213, 23738, 7993, 2242, 15828, 12877, 2796, 1125, 18244, 1566, 5789, 25289, 5695, 19579, 2543, 18859, 2502, 16912, 3048, 2299, 1336, 9629, 1195, 2548, 21918, 16910, 17610, 25211, 8874, 26093, 25456, 24313, 28468, 17119]","[13, 11, 12, 20, 14, 19, 8, 7, 0, 0, 0, 15, 13, 10, 16, 14, 7, 4, 21, 16, 7, 17, 16, 17, 13, 13, 3, 12, 18, 21, 17, 17, 10, 21, 7, 0, 17, 19, 11, 8, 4, 21, 10, 18, 26, 13, 20, 6, 17, 0]",5.0,3.0,10.0,12.0,15.0,4.0,1.0
이예은,5,"[12890, 2101, 5015, 6000, 15736, 25337, 27304, 1651, 12949, 11441, 1963, 13304, 1066, 28405, 10875, 1434, 11502, 1459, 27941, 7977, 2935, 27314, 3671, 7158, 16230, 13200, 17406, 27649, 16508, 3876, 1546, 14445, 1119, 1416, 18130, 16899, 10025, 24729, 17480, 13206, 2908, 12970, 17175, 3518, 4504, 4597, 19594, 15738, 1421, 1517]","[19, 0, 13, 18, 7, 17, 16, 0, 0, 8, 12, 4, 19, 21, 16, 4, 7, 7, 9, 13, 3, 13, 12, 0, 22, 18, 12, 8, 8, 12, 5, 10, 14, 17, 5, 18, 8, 15, 13, 12, 4, 12, 8, 7, 3, 4, 16, 5, 10, 16]",4.0,9.0,12.0,12.0,11.0,2.0,0.0
윤서윤,8,"[5766, 15905, 10947, 25011, 2994, 10789, 16153, 17130, 24505, 1424, 11394, 25505, 10875, 16162, 11637, 9046, 5063, 14890, 15679, 25433, 11392, 12963, 1659, 19577, 6500, 10174, 17390, 22232, 20505, 24430, 27903, 5531, 2392, 17466, 25569, 1316, 2554, 10258, 1555, 3094, 1681, 26056, 21871, 11108, 27473, 11438, 25603, 16287, 25385, 6417]","[7, 6, 0, 21, 16, 17, 18, 12, 17, 11, 15, 23, 16, 7, 6, 4, 3, 13, 19, 26, 29, 18, 25, 16, 4, 4, 8, 8, 15, 13, 0, 24, 18, 4, 17, 6, 19, 16, 16, 0, 4, 15, 15, 13, 22, 16, 11, 16, 25, 6]",3.0,6.0,8.0,10.0,15.0,6.0,2.0
이재현,9,"[2958, 1776, 22358, 2909, 5647, 11945, 9346, 5547, 10014, 2564, 13536, 7053, 16858, 1994, 14917, 11915, 1773, 6518, 3692, 25641, 5893, 15561, 2358, 15722, 20657, 10900, 2121, 7147, 1113, 20418, 27077, 16675, 12843, 1952, 12672, 1399, 2564, 2407, 1461, 28705, 2167, 4821, 2768, 25921, 1195, 12906, 10504, 3052, 23809, 23081]","[19, 0, 14, 4, 21, 2, 0, 12, 24, 10, 19, 18, 20, 15, 0, 22, 4, 7, 21, 3, 3, 20, 7, 5, 28, 25, 8, 16, 15, 19, 9, 4, 18, 5, 0, 16, 10, 8, 12, 18, 6, 6, 0, 13, 11, 13, 13, 4, 3, 9]",5.0,10.0,10.0,9.0,10.0,5.0,1.0
차성진,1,"[25430, 20414, 3179, 23299, 11566, 4969, 28692, 4839, 23753, 28118, 13327, 1402, 17356, 17110, 11391, 15903, 27116, 11564, 21321, 3447, 24902, 13007, 21276, 20369, 27442, 15975, 24233, 16403, 26273, 6591, 18380, 1955, 14586, 25629, 28292, 3048, 11944, 13206, 20956, 26272, 26056, 17393, 25491, 2485, 16568, 17204, 23293, 27440, 11958, 3078]","[16, 12, 20, 22, 8, 10, 6, 7, 25, 12, 18, 6, 2, 0, 12, 10, 16, 7, 16, 5, 29, 16, 14, 20, 16, 8, 19, 16, 28, 8, 19, 14, 15, 3, 6, 7, 4, 12, 12, 23, 15, 7, 19, 7, 10, 8, 10, 12, 20, 12]",1.0,4.0,16.0,11.0,13.0,3.0,2.0
이민재,9,"[1505, 3519, 6417, 28699, 3640, 28278, 9461, 1264, 23047, 24023, 1102, 1032, 25309, 2607, 28449, 9460, 2022, 1133, 13905, 10089, 16430, 10541, 27650, 1934, 10916, 14557, 13140, 1089, 25923, 1692, 1948, 15571, 10733, 10980, 26217, 4766, 13317, 18291, 14902, 11052, 25621, 13183, 22961, 17085, 10725, 14282, 1406, 2451, 1430, 9376]","[17, 0, 6, 25, 19, 7, 8, 2, 22, 11, 16, 5, 13, 8, 11, 15, 12, 16, 12, 21, 1, 15, 12, 5, 22, 8, 11, 12, 18, 20, 16, 14, 9, 10, 11, 3, 13, 11, 0, 10, 15, 9, 18, 11, 13, 18, 9, 17, 12, 17]",2.0,5.0,10.0,18.0,11.0,4.0,0.0
박경수,2,"[28138, 9343, 9653, 14554, 25562, 2251, 5913, 9614, 2793, 5354, 23758, 4802, 1114, 2761, 1730, 2661, 8192, 16946, 23846, 2110, 25183, 25823, 1326, 22962, 16876, 22346, 27872, 14573, 17832, 2625, 23811, 19849, 20946, 21560, 1970, 20206, 27931, 16473, 27657, 16674, 19621, 12099, 2530, 16225, 18117, 13010, 15956, 16500, 20122, 23755]","[8, 15, 1, 15, 8, 11, 12, 16, 17, 3, 10, 20, 15, 15, 6, 12, 20, 14, 15, 12, 5, 14, 9, 20, 14, 20, 24, 15, 0, 19, 3, 19, 11, 21, 16, 10, 8, 15, 23, 4, 9, 12, 2, 21, 16, 14, 20, 11, 17, 18]",1.0,6.0,8.0,18.0,13.0,4.0,0.0
박경숙,3,"[23818, 16458, 1163, 22984, 13062, 25585, 2224, 9464, 25030, 17480, 9322, 3142, 10244, 4503, 15787, 24047, 4848, 3055, 11414, 1476, 16158, 14461, 14719, 1978, 7976, 1374, 3129, 16969, 14670, 5722, 24397, 15487, 1963, 18253, 1299, 20535, 17274, 1878, 1069, 13710, 28279, 1603, 10254, 10990, 5789, 2820, 14369, 9202, 25438, 24526]","[15, 11, 21, 11, 0, 11, 12, 15, 24, 13, 7, 14, 15, 18, 9, 16, 9, 12, 15, 6, 14, 14, 11, 4, 15, 11, 8, 6, 7, 15, 18, 13, 12, 23, 0, 21, 22, 15, 13, 15, 7, 19, 19, 3, 3, 18, 11, 16, 23, 14]",2.0,3.0,8.0,24.0,7.0,6.0,0.0
손지우,10,"[1087, 25167, 5009, 28293, 1697, 3372, 1868, 13251, 25392, 1050, 15595, 22942, 2194, 2154, 18287, 18245, 24272, 13398, 1298, 27983, 12929, 4613, 4013, 22867, 2037, 2873, 18802, 27314, 8462, 15670, 1980, 27434, 1321, 1919, 27991, 1026, 9203, 25618, 27715, 12842, 2177, 2128, 3987, 17206, 16971, 5911, 13163, 17403, 5175, 2474]","[17, 8, 20, 11, 10, 10, 26, 8, 23, 16, 8, 12, 11, 4, 18, 4, 20, 11, 17, 3, 14, 4, 19, 11, 5, 18, 23, 13, 19, 14, 7, 1, 16, 4, 17, 7, 13, 19, 12, 9, 0, 13, 10, 5, 13, 8, 4, 17, 10, 19]",1.0,9.0,11.0,12.0,14.0,2.0,1.0
김숙자,9,"[18161, 9556, 26074, 25962, 2385, 9247, 13533, 25029, 27874, 7786, 21565, 9283, 19594, 22995, 3988, 9090, 23331, 13423, 23331, 18827, 10178, 10244, 4195, 14705, 27313, 25431, 1671, 2819, 10244, 1102, 2203, 23838, 16505, 1329, 2338, 17439, 5822, 15646, 22353, 13016, 6268, 1625, 2760, 1586, 15938, 28134, 28445, 4999, 13277, 17144]","[17, 17, 16, 16, 18, 16, 18, 23, 0, 14, 20, 0, 16, 15, 17, 0, 16, 9, 16, 22, 3, 15, 14, 16, 12, 20, 18, 14, 15, 16, 0, 26, 9, 14, 1, 25, 20, 17, 10, 16, 24, 14, 0, 18, 13, 20, 6, 1, 1, 12]",5.0,4.0,4.0,11.0,21.0,4.0,1.0
곽경수,10,"[2231, 16163, 14289, 12431, 27314, 2042, 13125, 21980, 16904, 1110, 2445, 16224, 16643, 18406, 3701, 25687, 27318, 12972, 18936, 13018, 15307, 21736, 14219, 6506, 23826, 24441, 1683, 1268, 14399, 2949, 1749, 2365, 10563, 13727, 1326, 1756, 5729, 11055, 3087, 5363, 12106, 12913, 16905, 13020, 28238, 14269, 28683, 21133, 13446, 1307]","[4, 16, 15, 0, 13, 15, 21, 9, 22, 5, 3, 23, 19, 4, 15, 17, 18, 15, 23, 12, 18, 9, 4, 11, 7, 16, 0, 5, 18, 8, 12, 18, 17, 25, 9, 11, 14, 9, 12, 4, 19, 14, 18, 0, 6, 14, 11, 19, 0, 17]",4.0,7.0,7.0,14.0,13.0,5.0,0.0
이영숙,3,"[18231, 2863, 6591, 28066, 24499, 25187, 18137, 25334, 17230, 3164, 2454, 12999, 27956, 27498, 25373, 14846, 2324, 9461, 14898, 15913, 25927, 3176, 15821, 2902, 13140, 9576, 2271, 1774, 24056, 2924, 27989, 2982, 18225, 27173, 28121, 2306, 14732, 17213, 5218, 1993, 1286, 25400, 13552, 13173, 13539, 1751, 22951, 3118, 20207, 19546]","[11, 3, 8, 9, 7, 12, 16, 15, 18, 12, 19, 20, 24, 13, 4, 12, 20, 8, 22, 0, 23, 17, 8, 4, 11, 14, 17, 13, 14, 16, 16, 14, 15, 22, 17, 13, 6, 9, 4, 21, 10, 5, 5, 16, 25, 18, 6, 0, 11, 24]",2.0,6.0,9.0,14.0,12.0,7.0,0.0
우서윤,10,"[27113, 27501, 15778, 2056, 23885, 2047, 18821, 3266, 1965, 13908, 20190, 4821, 2943, 10838, 12441, 1345, 11505, 2961, 27989, 12927, 13560, 14221, 28241, 15978, 14557, 27495, 27968, 9477, 27303, 13275, 12999, 2969, 24455, 2456, 18936, 2468, 14250, 2941, 16441, 9239, 15880, 2780, 2013, 24028, 25498, 10330, 15672, 1774, 14259, 26037]","[11, 15, 17, 12, 5, 17, 21, 12, 9, 9, 20, 6, 9, 16, 12, 14, 15, 9, 16, 7, 16, 13, 16, 24, 8, 8, 9, 18, 18, 16, 20, 18, 18, 5, 23, 10, 16, 6, 13, 8, 21, 10, 13, 23, 14, 12, 19, 13, 0, 25]",1.0,2.0,13.0,13.0,15.0,6.0,0.0
김승민,6,"[2936, 13436, 5466, 19530, 24553, 20563, 1070, 27456, 14884, 9323, 11905, 8901, 20659, 2552, 25545, 1399, 28444, 21608, 27874, 25032, 1299, 2107, 20923, 20559, 4507, 2662, 1246, 1501, 18245, 1246, 14251, 8911, 25965, 23828, 1761, 2969, 21866, 17447, 10102, 17243, 8895, 19089, 15558, 11931, 11659, 10173, 22951, 17351, 18837, 4276]","[7, 0, 22, 22, 12, 24, 20, 19, 19, 17, 22, 11, 26, 19, 14, 16, 1, 11, 0, 18, 0, 12, 10, 22, 14, 14, 7, 11, 4, 7, 17, 8, 3, 13, 16, 18, 3, 16, 3, 11, 15, 29, 11, 6, 8, 4, 6, 12, 23, 13]",3.0,6.0,8.0,14.0,11.0,6.0,2.0
황지혜,9,"[17439, 28237, 29007, 17179, 11966, 17433, 14736, 2224, 23297, 28348, 18196, 1970, 1097, 13717, 5648, 24917, 1098, 20114, 12882, 2206, 3017, 1229, 2129, 1418, 28447, 2679, 2962, 13000, 5054, 19590, 17623, 6523, 25555, 14895, 27160, 5393, 7806, 3769, 18804, 22975, 14407, 17440, 29333, 16488, 12942, 9069, 26597, 15681, 15945, 25353]","[25, 5, 12, 11, 3, 11, 5, 12, 18, 19, 21, 16, 16, 6, 6, 23, 19, 6, 0, 13, 16, 12, 15, 6, 9, 18, 17, 0, 4, 15, 14, 14, 16, 20, 4, 8, 13, 20, 27, 18, 18, 20, 14, 7, 17, 0, 9, 11, 18, 26]",3.0,5.0,8.0,13.0,16.0,3.0,2.0
김미경,6,"[2515, 25046, 17392, 1822, 27886, 19846, 16139, 1660, 10718, 23750, 17420, 15899, 16494, 27522, 2638, 17944, 17267, 17475, 13567, 9461, 2399, 17674, 3044, 1200, 10947, 24390, 1837, 24416, 28074, 14495, 3825, 2079, 1573, 28304, 27954, 16562, 14914, 24723, 14885, 10757, 2507, 17300, 14476, 16466, 5627, 18803, 12925, 1538, 14850, 14898]","[14, 11, 10, 7, 18, 15, 10, 10, 1, 20, 15, 19, 11, 4, 13, 3, 16, 28, 7, 8, 4, 23, 18, 17, 0, 10, 3, 5, 2, 7, 12, 15, 18, 23, 17, 12, 4, 2, 22, 1, 18, 9, 14, 5, 22, 26, 20, 21, 27, 22]",1.0,11.0,9.0,10.0,10.0,6.0,3.0
나진호,7,"[17419, 17264, 25336, 1829, 16504, 11943, 3204, 27211, 11565, 14674, 10816, 21866, 21865, 10839, 1531, 1379, 17481, 16127, 15983, 5431, 2675, 8394, 25380, 27954, 1967, 7144, 6591, 9246, 10888, 25686, 27070, 14726, 8984, 3015, 24511, 19640, 1818, 18195, 1917, 16566, 10736, 9079, 1493, 10939, 21940, 16508, 15685, 1290, 20417, 16154]","[7, 8, 19, 17, 3, 2, 19, 11, 14, 8, 7, 3, 22, 19, 6, 13, 17, 24, 20, 13, 4, 8, 18, 17, 12, 17, 8, 14, 14, 14, 17, 4, 16, 16, 8, 12, 14, 20, 15, 16, 15, 9, 13, 0, 12, 8, 12, 20, 10, 20]",1.0,5.0,11.0,15.0,16.0,2.0,0.0
김정자,1,"[22975, 1242, 17373, 22987, 1305, 3684, 2585, 2244, 10437, 14451, 2991, 27496, 2579, 10040, 15991, 1003, 7976, 1869, 3256, 25294, 18893, 2373, 15651, 28297, 1692, 27116, 4782, 15666, 18236, 5389, 2161, 21922, 11869, 2541, 20131, 2509, 6588, 12842, 10655, 5338, 3059, 2663, 24463, 1006, 25966, 17451, 17259, 25956, 26266, 20493]","[18, 15, 20, 20, 17, 8, 14, 17, 12, 16, 3, 8, 8, 4, 10, 8, 15, 0, 10, 11, 27, 20, 8, 14, 20, 16, 14, 9, 30, 10, 6, 11, 17, 14, 16, 9, 10, 9, 8, 1, 3, 17, 12, 18, 6, 8, 11, 10, 10, 7]",1.0,4.0,19.0,11.0,13.0,0.0,2.0
이숙자,5,"[17383, 1989, 9368, 12909, 14258, 26165, 28085, 13717, 1743, 3360, 15686, 17386, 24268, 26142, 14493, 2786, 5532, 1137, 2208, 26518, 3172, 3948, 1835, 28336, 27310, 24531, 23075, 2290, 24466, 1252, 3946, 11023, 2714, 12855, 16883, 23830, 10419, 18129, 2804, 26264, 1210, 1643, 2449, 17224, 9610, 1803, 7982, 3083, 21918, 15880]","[17, 16, 16, 15, 16, 18, 29, 6, 10, 10, 11, 13, 10, 15, 6, 14, 2, 17, 14, 9, 17, 16, 7, 18, 2, 21, 13, 9, 12, 4, 18, 3, 6, 19, 21, 12, 3, 5, 5, 3, 20, 11, 18, 5, 3, 14, 15, 22, 4, 21]",0.0,11.0,9.0,12.0,13.0,4.0,1.0
김민서,9,"[17129, 8932, 17433, 17613, 26039, 9019, 10841, 13906, 20423, 2114, 11111, 11046, 17216, 9421, 3343, 7613, 13458, 10949, 28705, 23631, 25438, 21565, 10076, 11918, 27958, 14589, 1116, 26248, 1544, 2917, 1933, 21321, 17182, 2401, 7570, 7579, 24441, 5568, 12102, 23833, 6146, 23741, 5691, 10830, 26125, 17251, 25030, 5819, 16481, 28101]","[10, 3, 11, 19, 17, 12, 23, 18, 13, 0, 19, 16, 10, 10, 12, 23, 4, 0, 18, 10, 23, 20, 23, 12, 12, 20, 19, 30, 7, 14, 15, 16, 13, 19, 13, 13, 16, 7, 14, 17, 10, 12, 3, 12, 13, 11, 24, 22, 0, 17]",3.0,3.0,7.0,16.0,14.0,6.0,1.0
